,param_C,param_kernel,param_gamma,param_shrinking,param_break_ties,param_decision_function_shape,mean_test_score,std_test_score,variance
386,6.833333333333334,linear,scale,True,True,ovo,,,
387,6.833333333333334,linear,scale,False,True,ovo,,,
388,6.833333333333334,rbf,scale,True,True,ovo,,,
389,6.833333333333334,rbf,scale,False,True,ovo,,,
390,6.833333333333334,sigmoid,scale,True,True,ovo,,,
391,6.833333333333334,sigmoid,scale,False,True,ovo,,,
392,6.833333333333334,poly,auto,True,True,ovo,,,
393,6.833333333333334,poly,auto,False,True,ovo,,,
394,6.833333333333334,linear,auto,True,True,ovo,,,
395,6.833333333333334,linear,auto,False,True,ovo,,,
396,6.833333333333334,rbf,auto,True,True,ovo,,,
397,6.833333333333334,rbf,auto,False,True,ovo,,,
398,6.833333333333334,sigmoid,auto,True,True,ovo,,,
399,6.833333333333334,sigmoid,auto,False,True,ovo,,,
448,7.888888888888889,poly,scale,True,True,ovo,,,
449,7.888888888888889,poly,scale,False,True,ovo,,,
450,7.888888888888889,linear,scale,True,True,ovo,,,
451,7.888888888888889,linear,scale,False,True,ovo,,,
452,7.888888888888889,rbf,scale,True,True,ovo,,,
453,7.888888888888889,rbf,scale,False,True,ovo,,,
454,7.888888888888889,sigmoid,scale,True,True,ovo,,,
455,7.888888888888889,sigmoid,scale,False,True,ovo,,,
456,7.888888888888889,poly,auto,True,True,ovo,,,
457,7.888888888888889,poly,auto,False,True,ovo,,,
458,7.888888888888889,linear,auto,True,True,ovo,,,
459,7.888888888888889,linear,auto,False,True,ovo,,,
460,7.888888888888889,rbf,auto,True,True,ovo,,,
461,7.888888888888889,rbf,auto,False,True,ovo,,,
462,7.888888888888889,sigmoid,auto,True,True,ovo,,,
463,7.888888888888889,sigmoid,auto,False,True,ovo,,,
512,8.944444444444445,poly,scale,True,True,ovo,,,
513,8.944444444444445,poly,scale,False,True,ovo,,,
514,8.944444444444445,linear,scale,True,True,ovo,,,
515,8.944444444444445,linear,scale,False,True,ovo,,,
516,8.944444444444445,rbf,scale,True,True,ovo,,,
517,8.944444444444445,rbf,scale,False,True,ovo,,,
518,8.944444444444445,sigmoid,scale,True,True,ovo,,,
519,8.944444444444445,sigmoid,scale,False,True,ovo,,,
520,8.944444444444445,poly,auto,True,True,ovo,,,
521,8.944444444444445,poly,auto,False,True,ovo,,,
522,8.944444444444445,linear,auto,True,True,ovo,,,
523,8.944444444444445,linear,auto,False,True,ovo,,,
524,8.944444444444445,rbf,auto,True,True,ovo,,,
525,8.944444444444445,rbf,auto,False,True,ovo,,,
526,8.944444444444445,sigmoid,auto,True,True,ovo,,,
527,8.944444444444445,sigmoid,auto,False,True,ovo,,,
576,10.0,poly,scale,True,True,ovo,,,
577,10.0,poly,scale,False,True,ovo,,,
578,10.0,linear,scale,True,True,ovo,,,
579,10.0,linear,scale,False,True,ovo,,,
580,10.0,rbf,scale,True,True,ovo,,,
581,10.0,rbf,scale,False,True,ovo,,,
582,10.0,sigmoid,scale,True,True,ovo,,,
583,10.0,sigmoid,scale,False,True,ovo,,,
584,10.0,poly,auto,True,True,ovo,,,
585,10.0,poly,auto,False,True,ovo,,,
586,10.0,linear,auto,True,True,ovo,,,
587,10.0,linear,auto,False,True,ovo,,,
588,10.0,rbf,auto,True,True,ovo,,,
589,10.0,rbf,auto,False,True,ovo,,,
590,10.0,sigmoid,auto,True,True,ovo,,,
591,10.0,sigmoid,auto,False,True,ovo,,,
